issue_id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,comments.by.nonowners,commenters.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct,total.edges
307,Fix Released,Vish Ishaya,High,5,Kost,615.6714,9,5,6,4,370,3863,2311,5,10,0,2,0,0,0,0,0,0,0,5,5,10
309,Fix Released,Soren Hansen,High,5,Thierry Carrez,599.8011,8,4,7,3,67,367,220,4,3,3,0,0,0,2,0,0,0,0,6,0,6
310,Fix Released,Thierry Carrez,High,5,Vish Ishaya,591.0461,12,4,4,3,161,57002,55005,4,4,6,0,0,0,2,0,0,0,0,5,1,6
311,Fix Released,Vish Ishaya,High,5,Vish Ishaya,571.5217,9,4,4,3,370,3863,2311,4,3,0,0,0,0,2,0,0,0,0,4,2,6
315,Fix Released,Todd Willey,High,5,Vish Ishaya,437.1117,11,3,9,2,19,66,30,3,2,6,2,0,0,2,0,0,0,0,3,0,3
316,Fix Released,Thierry Carrez,High,5,Romain Vrignaud,413.0336,12,3,3,2,161,57002,55005,3,6,3,2,0,0,0,0,0,0,0,2,1,3
317,Fix Released,Vish Ishaya,High,5,Vish Ishaya,321.0678,9,4,7,3,370,3863,2311,4,1,3,0,0,3,2,0,0,0,0,5,1,6
318,Fix Released,NTT PF Lab.,High,5,Hisaharu Ishii,290.9319,11,3,11,3,6,0,0,3,1,5,6,0,0,0,0,0,0,0,2,1,3
319,Fix Released,termie,High,5,Soren Hansen,242.3906,11,4,9,3,14,27,18,4,0,3,3,0,1,10,0,0,0,0,6,0,6
320,Fix Released,Devin Carlen,High,5,Devin Carlen,233.4397,8,3,4,2,23,2061,2019,3,1,0,6,0,0,0,0,0,0,0,2,1,3
321,Fix Released,None,Medium,4,Ryan Lucio,3496.8731,10,3,10,3,15804,0,0,3,2,1,2,0,1,2,0,0,0,0,3,0,3
322,Fix Released,Eric Day,Medium,4,Chmouel Boudjnah,3023.0925,10,4,7,3,10,99,78,4,9,0,2,0,0,0,0,0,0,0,4,2,6
323,Fix Released,Josh Kearney,Medium,4,Chmouel Boudjnah,2999.3272,11,5,8,4,73,294,52,5,12,0,2,0,0,0,0,0,0,0,6,4,10
324,Fix Released,None,Medium,4,Soren Hansen,2849.3603,7,3,7,3,15804,0,0,3,2,1,2,0,1,2,0,0,0,0,3,0,3
325,Fix Released,Soren Hansen,Medium,4,Soren Hansen,2833.5208,12,3,7,2,67,367,220,3,6,6,2,0,0,2,0,0,0,0,3,0,3
326,Fix Released,Josh Kearney,Medium,4,Soren Hansen,2472.5142,11,6,8,5,73,294,52,6,18,0,6,0,0,2,0,0,0,0,12,3,15
327,Fix Released,Eric Day,Medium,4,Soren Hansen,2444.2803,8,3,4,2,10,99,78,3,4,0,2,0,0,2,0,0,0,0,3,0,3
329,Fix Released,Ryan Lucio,Medium,4,Sandy Walsh,1919.8244,12,6,11,5,3,22,10,6,16,0,2,0,0,2,0,0,0,0,10,5,15
330,Fix Released,None,Medium,4,Chuck Short,1917.1614,8,4,8,4,15804,0,0,4,4,2,4,0,1,2,0,0,0,0,4,2,6
333,Fix Released,Soren Hansen,Medium,4,Soren Hansen,1768.2319,10,4,5,3,67,367,220,4,6,0,0,0,0,2,0,0,0,0,3,3,6
334,Fix Released,Soren Hansen,Medium,4,Thierry Carrez,1636.1369,13,4,7,3,67,367,220,4,11,1,0,0,0,2,0,0,0,0,5,1,6
337,Fix Released,Josh Kearney,Medium,4,Soren Hansen,1416.7206,10,4,7,3,73,294,52,4,5,6,2,0,0,2,0,0,0,0,6,0,6
338,Fix Released,Vish Ishaya,Medium,4,Vish Ishaya,1409.0089,11,4,4,3,370,3863,2311,4,5,0,0,0,0,2,0,0,0,0,4,2,6
339,Fix Released,David Pravec,Medium,4,David Pravec,1274.7156,9,4,6,3,2,14,6,4,5,0,2,0,0,0,0,0,0,0,4,2,6
340,Fix Released,Vish Ishaya,Medium,4,Vish Ishaya,1169.9011,9,4,4,3,370,3863,2311,4,6,0,0,0,0,2,0,0,0,0,4,2,6
341,Fix Released,Vish Ishaya,Medium,4,David Pravec,1165.5014,9,3,5,2,370,3863,2311,3,6,0,2,0,0,2,0,0,0,0,3,0,3
342,Fix Released,Todd Willey,Medium,4,Anne Gentle,1125.5278,11,3,9,2,19,66,30,3,11,0,4,0,0,0,0,0,0,0,3,0,3
345,Fix Released,Vish Ishaya,Medium,4,Vish Ishaya,734.8942,9,4,4,3,370,3863,2311,4,6,0,0,0,0,2,0,0,0,0,4,2,6
346,Fix Released,Vish Ishaya,Medium,4,Vish Ishaya,683.9644,9,3,3,2,370,3863,2311,3,1,0,0,0,0,2,0,0,0,0,2,1,3
348,Fix Released,Anthony Young,Medium,4,Vish Ishaya,636.2894,11,3,10,2,67,335,160,3,2,1,0,0,0,2,0,0,0,0,2,1,3
349,Fix Released,Soren Hansen,Medium,4,Soren Hansen,626.4775,9,4,4,3,67,367,220,4,1,2,0,0,0,2,0,0,0,0,4,2,6
351,Fix Released,Vish Ishaya,Medium,4,Vish Ishaya,570.9542,10,4,4,3,370,3863,2311,4,3,0,0,0,0,2,0,0,0,0,4,2,6
353,Fix Released,Hisaharu Ishii,Medium,4,Wayne A. Walls,570.2583,18,4,14,3,3,27,18,4,19,1,2,0,0,0,0,0,0,0,4,2,6
354,Fix Released,Vish Ishaya,Medium,4,Lorin Hochstein,451.1067,11,4,8,3,370,3863,2311,4,2,7,2,0,2,0,0,0,0,0,5,1,6
355,Fix Released,Ryan Lane,Medium,4,Ryan Lane,445.3689,9,3,6,2,15,46,30,3,5,0,2,0,0,0,0,0,0,0,2,1,3
356,Fix Released,Ryan Lane,Medium,4,Ryan Lane,444.7261,9,4,7,3,15,46,30,4,7,0,2,0,0,0,0,0,0,0,5,1,6
357,Fix Released,Ryan Lane,Medium,4,Ryan Lane,444.1156,9,4,6,3,15,46,30,4,5,2,2,0,0,0,0,0,0,0,5,1,6
358,Fix Released,Soren Hansen,Undecided,1,Ryan Lucio,637.2722,6,3,4,2,67,367,220,3,0,2,2,0,0,2,0,0,0,0,3,0,3
359,Fix Released,None,Undecided,1,Nachi Ueno,608.4611,11,5,11,5,15804,0,0,5,13,4,2,0,0,0,0,0,0,0,8,2,10
361,Fix Released,Soren Hansen,Undecided,1,Nachi Ueno,483.2944,8,5,6,4,67,367,220,5,3,4,2,0,0,0,0,0,0,0,5,5,10
364,Fix Released,Ken Pepple,Undecided,1,Ken Pepple,353.1886,7,4,4,3,30,80,11,4,2,0,2,0,0,0,0,0,0,0,3,3,6
366,Fix Released,None,Undecided,1,Ryan Lane,305.3783,6,4,6,4,15804,0,0,4,3,0,2,0,0,0,0,0,0,0,4,2,6
367,Fix Released,Sandy Walsh,Undecided,1,Dan Prince,280.8403,10,3,5,2,22,55,38,3,5,2,4,0,0,0,0,0,0,0,3,0,3
368,Fix Released,Salvatore Orlando,Medium,4,Salvatore Orlando,411.9081,12,5,8,4,310,1396,577,5,13,0,4,0,0,0,0,0,0,0,5,5,10
369,Fix Released,None,Medium,4,Tushar Patil,401.2667,9,4,9,4,15804,0,0,4,5,1,2,0,0,0,0,0,0,0,5,1,6
370,Fix Released,None,Medium,4,Trey Morris,331.7161,8,3,8,3,15804,0,0,3,0,3,2,0,2,2,0,0,0,0,2,1,3
371,Fix Released,Ryan Lane,Medium,4,Ryan Lane,331.5408,9,4,7,3,15,46,30,4,3,4,2,0,0,0,0,0,0,0,5,1,6
372,Fix Released,Soren Hansen,Medium,4,Soren Hansen,279.4597,11,4,6,3,67,367,220,4,0,3,0,0,2,3,0,0,0,0,5,1,6
373,Fix Released,Vish Ishaya,Medium,4,Tushar Patil,278.7853,10,5,8,4,370,3863,2311,5,1,8,2,0,1,0,0,0,0,0,8,2,10
374,Fix Released,Andrey Brindeyev,Medium,4,Andrey Brindeyev,261.4494,10,4,8,3,5,28,19,4,3,0,16,0,0,0,0,0,0,0,5,1,6
375,Fix Released,Vish Ishaya,Medium,4,Tushar Patil,258.315,11,6,8,5,370,3863,2311,6,2,8,2,4,3,0,0,0,0,0,8,7,15
377,Fix Released,Tushar Patil,Medium,4,Vish Ishaya,232.6625,11,5,9,4,19,572,513,5,1,4,5,0,1,5,0,0,0,0,8,2,10
379,Fix Released,Eric Day,Low,3,Armando Migliaccio,3458.1544,11,5,8,4,10,99,78,5,12,0,2,0,0,0,0,0,0,0,4,6,10
380,Fix Released,Eric Day,Low,3,Todd Willey,3233.8428,9,4,6,3,10,99,78,4,8,0,2,0,0,0,0,0,0,0,4,2,6
381,Fix Released,Vish Ishaya,Low,3,Soren Hansen,2602.21,8,5,6,4,370,3863,2311,5,6,0,0,0,0,4,0,0,0,0,7,3,10
382,Fix Released,termie,Low,3,Jesse Andrews,2533.9761,7,3,7,3,14,27,18,3,3,0,4,0,0,0,0,0,0,0,3,0,3
383,Fix Released,Vish Ishaya,Low,3,Vish Ishaya,2296.0706,8,3,3,2,370,3863,2311,3,1,0,0,0,0,2,0,0,0,0,2,1,3
384,Fix Released,Anne Gentle,Low,3,Soren Hansen,1781.1067,9,3,8,2,411,2225,1444,3,3,2,2,0,0,2,0,0,0,0,3,0,3
385,Fix Released,Soren Hansen,Low,3,Soren Hansen,1607.7083,9,4,4,3,67,367,220,4,6,0,0,0,0,2,0,0,0,0,4,2,6
386,Fix Released,termie,Low,3,Jay Pipes,1459.9611,8,3,8,3,14,27,18,3,1,0,0,0,0,2,0,0,0,0,2,1,3
387,Fix Released,None,Low,3,Chmouel Boudjnah,1442.5428,7,3,7,3,15804,0,0,3,3,1,2,0,0,2,0,0,0,0,3,0,3
388,Fix Released,Vish Ishaya,Low,3,Vish Ishaya,1436.9061,9,4,4,3,370,3863,2311,4,3,0,0,0,0,2,0,0,0,0,3,3,6
389,Fix Released,Jonathan Bryce,Low,3,Soren Hansen,1241.6475,11,5,7,4,1,17,13,5,5,7,2,0,0,2,0,0,0,0,8,2,10
390,Fix Released,Vish Ishaya,Low,3,Vish Ishaya,1194.1214,9,4,4,3,370,3863,2311,4,3,0,0,0,0,2,0,0,0,0,4,2,6
391,Fix Released,Ewan Mellor,Low,3,Ewan Mellor,998.1014,11,5,6,4,56,309,44,5,11,0,2,0,0,0,0,0,0,0,6,4,10
392,Fix Released,Todd Willey,Low,3,Todd Willey,975.1272,7,4,4,3,19,66,30,4,4,0,2,0,0,0,0,0,0,0,3,3,6
394,Fix Released,Ed Leafe,Low,3,Jay Pipes,570.2181,8,5,7,4,18,55,11,5,5,5,0,0,0,2,0,0,0,0,9,1,10
397,Fix Released,Jay Pipes,Low,3,Jay Pipes,480.2444,7,4,4,3,181,2242,1440,4,1,2,2,0,0,4,0,0,0,0,6,0,6
398,Fix Released,Jay Pipes,Low,3,Jay Pipes,480.1136,7,4,4,3,181,2242,1440,4,1,2,2,0,0,4,0,0,0,0,6,0,6
399,Fix Released,Jay Pipes,Low,3,Jay Pipes,479.1053,8,4,4,3,181,2242,1440,4,1,2,2,0,0,4,0,0,0,0,6,0,6
400,Fix Released,John Dewey,Low,3,Lorin Hochstein,448.4503,11,5,10,4,21,34,26,5,5,7,2,0,0,0,0,0,0,0,9,1,10
401,Fix Released,Jay Pipes,Low,3,Tushar Patil,446.3978,10,5,6,4,181,2242,1440,5,3,6,2,0,0,0,0,0,0,0,7,3,10
402,Fix Released,John Dewey,Low,3,Jay Pipes,429.5511,10,5,8,4,21,34,26,5,3,8,4,0,2,4,0,0,0,0,10,0,10
403,Fix Released,Anne Gentle,Low,3,rerngvit yanggratoke,427.0119,13,5,12,4,411,2225,1444,5,16,0,6,0,0,0,0,0,0,0,7,3,10
404,Fix Released,Soren Hansen,Low,3,Soren Hansen,306.0133,9,4,4,3,67,367,220,4,1,2,0,0,0,2,0,0,0,0,4,2,6
405,Fix Released,Todd Willey,Low,3,Todd Willey,303.7831,9,4,4,3,19,66,30,4,5,1,2,0,0,0,0,0,0,0,4,2,6
406,Fix Released,Ed Leafe,Low,3,Ed Leafe,280.6319,9,4,6,3,18,55,11,4,1,5,2,0,1,0,0,0,0,0,4,2,6
407,Fix Released,Vish Ishaya,Low,3,Vish Ishaya,261.0964,8,4,4,3,370,3863,2311,4,0,2,0,0,3,2,0,0,0,0,4,2,6
408,Fix Released,Eric Day,Wishlist,2,Jesse Andrews,4501.7519,11,4,7,3,10,99,78,4,11,0,1,1,0,0,0,0,0,0,4,2,6
409,Fix Released,None,Wishlist,2,Anne Gentle,1603.3997,8,3,8,3,15804,0,0,3,6,0,0,4,0,0,0,0,0,0,3,0,3
410,Fix Released,Todd Willey,Wishlist,2,Todd Willey,639.0678,8,3,3,2,19,66,30,3,1,0,0,2,0,0,0,0,0,0,2,1,3
413,Fix Released,Vish Ishaya,Wishlist,2,Hisaki Ohara,455.9325,14,4,14,4,370,3863,2311,4,10,1,0,2,0,0,0,0,0,0,4,2,6
415,Fix Released,Thierry Carrez,Wishlist,2,Thierry Carrez,262.9747,11,3,2,2,161,57002,55005,3,0,3,0,2,3,0,2,0,0,0,3,0,3
416,Fix Released,None,Undecided,1,Soren Hansen,3665.0433,7,3,7,3,15804,0,0,3,2,1,0,0,0,0,2,0,0,0,3,0,3
417,Fix Released,Ewan Mellor,Undecided,1,Ewan Mellor,3050.3022,12,4,4,3,56,309,44,4,5,0,0,2,0,0,0,0,0,0,4,2,6
418,Fix Released,None,Undecided,1,Ryan Lane,2510.9489,7,5,7,5,15804,0,0,5,6,0,0,2,0,0,0,0,0,0,4,6,10
419,Fix Released,None,Undecided,1,Édouard Thuleau,2429.0583,8,5,8,5,15804,0,0,5,7,0,0,4,0,0,0,0,0,0,4,6,10
420,Fix Released,None,Undecided,1,Vish Ishaya,1939.2275,6,4,6,4,15804,0,0,4,2,0,0,0,0,0,2,0,0,0,3,3,6
421,Fix Released,Michael Gundlach,Undecided,1,Sandy Walsh,1814.8314,12,3,8,2,10,52,37,3,5,0,0,4,0,0,0,0,0,0,3,0,3
423,Fix Released,Chmouel Boudjnah,Undecided,1,Chmouel Boudjnah,1440.5094,7,4,4,3,127,400,194,4,3,0,0,2,0,0,0,0,0,0,3,3,6
424,Fix Released,None,Undecided,1,Soren Hansen,1252.6675,8,4,8,4,15804,0,0,4,1,2,0,0,0,0,2,0,0,0,4,2,6
425,Fix Released,Armando Migliaccio,Undecided,1,Soren Hansen,1095.2728,8,4,5,3,209,1162,437,4,1,4,0,2,0,0,2,0,0,0,5,1,6
426,Fix Released,Ewan Mellor,Undecided,1,Ewan Mellor,996.9433,7,3,3,2,56,309,44,3,1,0,0,2,0,0,0,0,0,0,2,1,3
427,Fix Released,None,Undecided,1,Soren Hansen,976.7397,6,4,6,4,15804,0,0,4,1,2,0,0,0,0,2,0,0,0,4,2,6
428,Fix Released,Ryan Lucio,Undecided,1,Ryan Lucio,954.7947,8,4,4,3,3,22,10,4,3,0,0,2,0,0,0,0,0,0,2,4,6
429,Fix Released,Josh Kearney,Undecided,1,Josh Kearney,830.8356,10,4,5,3,73,294,52,4,7,0,0,2,0,0,0,0,0,0,5,1,6
430,Fix Released,Josh Kearney,Undecided,1,Josh Kearney,785.7244,8,4,4,3,73,294,52,4,3,0,0,2,0,0,0,0,0,0,4,2,6
431,Fix Released,Ewan Mellor,Undecided,1,Ewan Mellor,741.1353,8,4,4,3,56,309,44,4,3,0,0,2,0,0,0,0,0,0,4,2,6
432,Fix Released,Ewan Mellor,Undecided,1,Ewan Mellor,741.065,8,4,4,3,56,309,44,4,3,0,0,2,0,0,0,0,0,0,4,2,6
433,Fix Released,None,Undecided,1,Ryan Lane,738.5572,6,3,6,3,15804,0,0,3,1,0,0,4,0,0,0,0,0,0,3,0,3
435,Fix Released,None,Undecided,1,Soren Hansen,675.2639,6,4,6,4,15804,0,0,4,1,2,0,0,0,0,2,0,0,0,4,2,6
436,Fix Released,Ryan Lane,Undecided,1,Vish Ishaya,667.1331,7,3,6,2,15,46,30,3,3,0,0,2,0,0,2,0,0,0,3,0,3
437,Fix Released,Soren Hansen,Undecided,1,Wayne A. Walls,663.0508,7,5,6,4,67,367,220,5,3,3,0,2,0,0,2,0,0,0,5,5,10
438,Fix Released,None,Undecided,1,Lorin Hochstein,644.0572,6,4,6,4,15804,0,0,4,3,0,0,2,0,0,0,0,0,0,2,4,6
439,Fix Released,Jay Pipes,Critical,6,Chmouel Boudjnah,1491.3903,8,3,5,2,181,2242,1440,3,3,0,1,2,0,0,0,0,0,0,2,1,3
440,Fix Released,Jay Pipes,Critical,6,Ewan Mellor,877.0142,10,4,5,3,181,2242,1440,4,5,2,0,2,0,0,0,0,0,0,4,2,6
441,Fix Released,Jay Pipes,Critical,6,Ewan Mellor,734.5672,13,7,9,6,181,2242,1440,7,11,7,2,2,0,0,0,0,0,0,15,6,21
442,Fix Released,Jay Pipes,Critical,6,Soren Hansen,458.7686,9,5,6,4,181,2242,1440,5,1,4,0,0,3,0,2,0,0,0,7,3,10
443,Fix Released,None,High,5,Rick Harris,1449.86,6,4,6,4,15804,0,0,4,3,0,0,2,0,0,0,0,0,0,3,3,6
445,Fix Released,Rick Harris,High,5,Rick Harris,1125.6697,9,3,4,2,163,755,118,3,3,0,0,2,0,0,0,0,0,0,3,0,3
446,Fix Released,Ewan Mellor,High,5,Ewan Mellor,760.995,12,5,8,4,56,309,44,5,6,1,0,2,0,0,0,0,0,0,5,5,10
447,Fix Released,Jay Pipes,High,5,Jay Pipes,501.5469,11,4,4,3,181,2242,1440,4,1,2,0,2,0,0,4,0,0,0,5,1,6
448,Fix Released,Rick Harris,High,5,Rick Harris,394.7683,9,3,3,2,163,755,118,3,0,1,0,2,0,0,0,0,0,0,2,1,3
449,Fix Released,Jay Pipes,High,5,Jay Pipes,357.1739,6,3,3,2,181,2242,1440,3,0,2,0,0,0,0,4,0,0,0,3,0,3
451,Fix Released,Ken Pepple,High,5,Ken Pepple,354.2367,11,5,6,4,30,80,11,5,7,0,0,2,0,0,0,0,0,0,5,5,10
452,Fix Released,Glance Bug Team,Medium,4,Christopher MacGown,1794.1364,8,3,8,3,1,0,0,3,1,0,0,2,0,0,1,0,0,0,3,0,3
453,Fix Released,Rick Harris,Medium,4,Rick Harris,391.9725,9,3,3,2,163,755,118,3,0,1,0,2,0,0,0,0,0,0,2,1,3
454,Fix Released,Ewan Mellor,Low,3,Ewan Mellor,876.0075,10,5,5,4,56,309,44,5,6,0,0,2,0,0,0,0,0,0,5,5,10
456,Fix Released,Jay Pipes,Low,3,Jay Pipes,426.7936,6,4,4,3,181,2242,1440,4,1,2,0,2,0,0,4,0,0,0,6,0,6
457,Fix Released,Jay Pipes,Undecided,1,Zhixue Wu,1443.6003,10,4,5,3,181,2242,1440,4,7,0,0,3,0,0,1,0,0,0,4,2,6
459,Fix Released,Ewan Mellor,Undecided,1,Ewan Mellor,876.1089,8,4,4,3,56,309,44,4,5,0,0,2,0,0,0,0,0,0,4,2,6
467,Fix Released,None,Undecided,1,Soren Hansen,345.575,7,4,7,4,15804,0,0,4,5,1,0,0,0,0,0,0,0,0,4,2,6
471,Fix Released,Ricardo Carrillo Cruz,Low,3,Tushar Patil,470.1269,8,3,4,2,23,44,20,3,4,2,0,4,0,0,0,0,0,0,3,0,3
474,Fix Released,None,Undecided,1,Chmouel Boudjnah,2.5153,7,3,7,3,15804,0,0,3,6,0,0,0,0,0,0,0,0,0,1,2,3
476,Fix Released,None,Medium,4,Soren Hansen,345.4461,14,4,14,4,15804,0,0,4,11,1,0,0,1,0,1,0,0,0,4,2,6
491,Fix Released,Todd Willey,High,5,Devin Carlen,50.7669,6,3,6,3,19,66,30,3,2,3,0,0,0,0,0,0,0,0,3,0,3
502,Fix Released,None,Medium,4,Devin Carlen,1122.5292,23,3,23,3,15804,0,0,3,8,0,5,5,0,0,0,0,0,0,2,1,3
510,Fix Released,Jake Dahn,Medium,4,Ferdy,333.9117,8,3,5,2,76,222,96,3,9,0,0,0,0,0,0,0,0,0,3,0,3
531,Fix Released,Dan Prince,Undecided,1,Dan Prince,810.0925,13,5,7,4,416,2684,783,5,14,0,0,6,0,0,0,0,0,0,8,2,10
536,Fix Released,Jeffrey Wilcox,Medium,4,Everett Toews,180.9878,8,3,7,2,1,6,5,3,9,0,0,0,0,0,0,0,0,0,2,1,3
537,Fix Released,Devin Carlen,Critical,6,Devin Carlen,317.3056,5,3,2,2,23,2061,2019,3,0,2,2,0,0,1,0,0,0,0,3,0,3
538,Fix Released,Devin Carlen,Critical,6,Devin Carlen,291.8114,5,3,2,2,23,2061,2019,3,0,2,2,0,0,1,0,0,0,0,3,0,3
548,Fix Released,Ken Pepple,Medium,4,Ken Pepple,598.2014,14,3,5,2,30,80,11,3,6,0,0,0,0,0,0,0,0,0,1,2,3
553,Fix Released,Andrey Brindeyev,Undecided,1,Masanori Itoh,67.4236,7,3,4,2,5,28,19,3,3,0,0,4,0,0,0,0,0,0,3,0,3
572,Fix Released,Jay Pipes,Critical,6,Jay Pipes,1673.7806,14,6,7,5,181,2242,1440,6,4,2,6,0,0,1,0,0,2,0,8,7,15
573,Fix Released,Jay Pipes,Critical,6,Jay Pipes,62.2386,7,4,5,3,181,2242,1440,4,0,0,0,0,0,2,3,1,6,0,6,0,6
574,Fix Released,Jay Pipes,High,5,Jay Pipes,1498.3089,14,6,7,5,181,2242,1440,6,2,3,7,0,1,2,0,0,2,0,9,6,15
575,Fix Released,Jay Pipes,High,5,Jay Pipes,1392.9617,7,4,4,3,181,2242,1440,4,0,2,0,0,1,0,2,0,4,0,6,0,6
576,Fix Released,Jay Pipes,High,5,Jay Pipes,950.9214,10,4,4,3,181,2242,1440,4,0,0,0,0,0,2,2,1,4,0,6,0,6
577,Fix Released,Jay Pipes,High,5,Jay Pipes,906.6294,9,4,4,3,181,2242,1440,4,0,0,0,0,0,2,2,1,4,0,6,0,6
578,Fix Released,Rick Harris,High,5,Matt Dietz,896.4314,12,7,9,6,163,755,118,7,10,4,6,2,0,0,0,0,0,0,13,8,21
579,Fix Released,Jay Pipes,High,5,Marcelo Martins,709.7881,14,5,7,4,181,2242,1440,5,0,1,8,2,0,2,0,1,0,0,5,5,10
580,Fix Released,Jay Pipes,High,5,Jay Pipes,684.3914,7,4,4,3,181,2242,1440,4,0,0,0,0,0,2,2,2,4,0,6,0,6
581,Fix Released,Jay Pipes,High,5,Ewan Mellor,652.1042,9,3,5,2,181,2242,1440,3,0,0,0,0,0,5,2,0,0,0,2,1,3
582,Fix Released,Jay Pipes,High,5,Donal Lafferty,593.3522,12,6,7,5,181,2242,1440,6,1,2,7,2,0,2,0,1,1,0,8,7,15
584,Fix Released,Jay Pipes,High,5,Jay Pipes,62.3261,8,4,6,3,181,2242,1440,4,0,0,0,0,0,2,3,1,8,0,6,0,6
585,Fix Released,Jay Pipes,Medium,4,Sandy Walsh,2060.1175,16,6,11,5,181,2242,1440,6,3,17,5,5,2,4,3,0,0,0,14,1,15
586,Fix Released,Rick Harris,Medium,4,Rick Harris,1575.6475,9,4,4,3,163,755,118,4,1,2,0,2,0,0,0,0,0,0,4,2,6
587,Fix Released,Rick Harris,Medium,4,Rick Harris,1524.1881,9,4,4,3,163,755,118,4,1,2,0,2,0,0,0,0,0,0,4,2,6
588,Fix Released,Rick Harris,Medium,4,Rick Harris,1376.3108,9,3,3,2,163,755,118,3,0,0,1,2,0,0,0,0,0,0,2,1,3
589,Fix Released,Jay Pipes,Medium,4,Dan Prince,1359.735,12,5,6,4,181,2242,1440,5,0,7,1,2,1,1,0,0,0,0,5,5,10
590,Fix Released,Rick Harris,Medium,4,Rick Harris,1184.2067,9,3,3,2,163,755,118,3,1,0,0,2,0,0,0,0,0,0,2,1,3
591,Fix Released,Jay Pipes,Medium,4,Rick Harris,1093.8389,13,3,8,2,181,2242,1440,3,0,0,5,2,0,0,0,0,0,0,2,1,3
592,Fix Released,Rick Harris,Medium,4,Rick Harris,1092.6156,9,4,4,3,163,755,118,4,1,2,0,2,0,0,0,0,0,0,4,2,6
593,Fix Released,Jay Pipes,Medium,4,Andrey Brindeyev,692.8881,12,5,6,4,181,2242,1440,5,0,1,7,2,0,2,0,1,0,0,6,4,10
594,Fix Released,Jay Pipes,Medium,4,Rick Harris,510.8264,11,5,7,4,181,2242,1440,5,0,1,5,2,0,2,0,1,0,0,7,3,10
595,Fix Released,Jay Pipes,Medium,4,Tushar Patil,323.0144,12,5,6,4,181,2242,1440,5,0,1,7,2,0,2,0,1,0,0,7,3,10
596,Fix Released,Jay Pipes,Medium,4,justinsb,127.9064,11,5,6,4,181,2242,1440,5,0,1,6,2,0,2,0,1,0,0,7,3,10
598,Fix Released,Jay Pipes,Low,3,Christian Berendt,1606.8489,10,5,6,4,181,2242,1440,5,1,7,0,2,1,0,0,0,0,0,5,5,10
599,Fix Released,Jay Pipes,Low,3,Rick Harris,1572.5183,19,3,7,2,181,2242,1440,3,0,0,12,2,0,0,0,0,0,0,2,1,3
600,Fix Released,Jay Pipes,Low,3,Jay Pipes,1393.4872,7,4,4,3,181,2242,1440,4,0,2,0,0,1,0,2,0,4,0,6,0,6
601,Fix Released,Dan Prince,Low,3,Jay Pipes,1162.5864,11,3,10,2,416,2684,783,3,0,0,1,0,0,0,0,0,2,0,2,1,3
602,Fix Released,Jay Pipes,Low,3,Rick Harris,1094.3097,11,5,6,4,181,2242,1440,5,0,1,6,2,0,2,0,1,0,0,7,3,10
603,Fix Released,Jay Pipes,Low,3,Jay Pipes,975.1169,10,4,4,3,181,2242,1440,4,0,0,0,0,0,2,2,1,4,0,6,0,6
605,Fix Released,Jay Pipes,Low,3,Ed Leafe,707.5558,12,5,6,4,181,2242,1440,5,0,1,7,2,0,2,0,1,0,0,7,3,10
606,Fix Released,Jay Pipes,Low,3,Jay Pipes,683.3075,7,4,4,3,181,2242,1440,4,0,0,0,0,0,2,2,2,4,0,6,0,6
607,Fix Released,Jay Pipes,Low,3,Jay Pipes,683.1889,7,4,4,3,181,2242,1440,4,0,0,0,0,0,2,2,2,4,0,6,0,6
608,Fix Released,Andrey Brindeyev,Low,3,Andrey Brindeyev,596.0894,12,3,8,2,5,28,19,3,0,0,8,2,0,0,0,0,0,0,2,1,3
609,Fix Released,Jay Pipes,Low,3,Kevin Jackson,572.7347,12,3,4,2,181,2242,1440,3,0,0,8,2,0,0,0,0,0,0,2,1,3
610,Fix Released,Jay Pipes,Low,3,Andrey Brindeyev,502.1294,11,5,6,4,181,2242,1440,5,0,1,6,2,0,2,0,1,0,0,7,3,10
611,Fix Released,Jay Pipes,Low,3,Andrey Brindeyev,354.8003,11,5,6,4,181,2242,1440,5,0,1,6,2,0,2,0,1,0,0,7,3,10
612,Fix Released,Jay Pipes,Low,3,justinsb,106.91,11,5,6,4,181,2242,1440,5,0,1,6,2,0,2,0,1,0,0,7,3,10
613,Fix Released,Soren Hansen,Low,3,Ilya Alekseyev,93.1831,12,5,10,4,67,367,220,5,0,0,8,2,0,0,0,7,0,0,7,3,10
614,Fix Released,Jay Pipes,Critical,6,Jay Pipes,1696.0986,6,4,4,3,181,2242,1440,4,0,2,0,0,1,0,2,0,4,0,6,0,6
616,Fix Released,Rick Harris,Medium,4,Rick Harris,1742.3081,9,4,7,3,163,755,118,4,0,5,0,2,1,0,0,0,0,0,4,2,6
618,Fix Released,Vish Ishaya,Undecided,1,Vish Ishaya,1010.7786,9,3,3,2,370,3863,2311,3,0,0,0,0,0,0,0,2,2,0,2,1,3
620,Fix Released,None,Undecided,1,Kevin Bringard,84.0417,6,4,6,4,15804,0,0,4,0,1,1,2,0,1,0,0,0,0,4,2,6
